life_expectancy,mean_years_schooling,expected_years_schooling,gni_per_capita,hdi_score,hdi_category
69.6,8.5,14.2,20486.0,0.7465,High
63.1,6.3,12.2,3542.0,0.581,Medium
44.2,0.5,3.0,736.0,0.225,Low
55.7,5.0,12.8,9583.0,0.5823,Medium
69.3,5.9,14.7,3932.0,0.6337,Medium
87.6,11.3,19.7,69714.0,0.9701,Very High
66.8,7.0,12.4,20120.0,0.6931,Medium
61.7,5.9,11.8,3676.0,0.568,Medium
72.0,12.6,16.6,18427.0,0.8212,Very High
58.8,6.8,9.7,1604.0,0.4991,Low
68.4,4.9,13.8,14464.0,0.6737,Medium
73.4,7.0,13.9,20535.0,0.743,High
65.8,6.4,12.2,15622.0,0.6672,Medium
65.7,3.8,10.5,3416.0,0.5398,Low
51.8,2.3,7.2,708.0,0.3426,Low
52.2,3.6,7.3,1122.0,0.3885,Low
66.3,5.5,10.9,13066.0,0.6339,Medium
59.5,3.2,8.5,1054.0,0.421,Low
49.3,1.9,6.6,1106.0,0.3422,Low
55.5,5.6,9.6,1921.0,0.4801,Low
74.7,10.1,13.0,12523.0,0.7535,High
66.5,7.7,11.5,2210.0,0.5776,Medium
55.2,3.4,6.6,1557.0,0.4054,Low
74.8,8.5,17.8,25823.0,0.8187,Very High
57.6,2.1,7.6,555.0,0.3478,Low
72.4,7.8,14.4,32436.0,0.7749,High
61.0,9.2,11.6,3195.0,0.5919,Medium
51.7,1.1,6.9,1262.0,0.3489,Low
62.6,7.8,12.7,6882.0,0.6361,Medium
47.8,1.4,4.8,1787.0,0.3236,Low
59.5,6.9,11.2,1313.0,0.504,Low
60.3,7.1,10.0,5785.0,0.5799,Medium
71.7,9.4,13.8,7788.0,0.7145,High
69.0,8.3,16.1,13657.0,0.7398,High
64.1,6.6,10.3,6383.0,0.5997,Medium
88.0,11.4,15.9,81180.0,0.9371,Very High
58.6,4.2,9.5,930.0,0.4313,Low
71.2,9.1,16.3,6903.0,0.7249,High
74.6,10.2,15.8,25896.0,0.8191,Very High
63.2,5.3,10.3,4443.0,0.5598,Medium
60.7,4.8,8.1,1955.0,0.4764,Low
75.9,9.3,15.1,14542.0,0.779,High
71.6,7.1,11.6,12180.0,0.6859,Medium
64.8,5.9,12.4,7362.0,0.6229,Medium
59.2,5.3,11.8,9311.0,0.5921,Medium
64.4,7.7,11.3,4393.0,0.6066,Medium
70.9,7.3,13.3,18126.0,0.7219,High
57.9,8.6,9.8,8850.0,0.6038,Medium
69.7,6.6,13.4,5671.0,0.6516,Medium
72.8,8.3,12.1,20576.0,0.7364,High
78.7,9.8,15.5,23698.0,0.8264,Very High
69.2,8.0,15.3,12222.0,0.7241,High
84.5,12.6,19.8,52262.0,0.9697,Very High
70.3,8.5,11.6,6203.0,0.664,Medium
83.4,13.1,18.2,34261.0,0.932,Very High
63.8,5.6,11.7,2099.0,0.5415,Low
79.7,11.3,15.2,37489.0,0.8698,Very High
81.4,10.1,17.7,73137.0,0.9205,Very High
56.9,4.5,11.2,1196.0,0.4608,Low
69.6,9.9,14.5,11158.0,0.7363,High
50.2,0.2,3.1,690.0,0.232,Low
59.8,5.7,6.6,1727.0,0.4626,Low
69.4,9.6,15.7,20764.0,0.7745,High
54.2,5.8,8.9,1437.0,0.4535,Low
61.6,5.4,10.2,1109.0,0.4764,Low
59.1,7.5,12.7,6726.0,0.6131,Medium
69.4,8.9,12.4,10808.0,0.7009,High
53.9,4.3,6.7,2019.0,0.4275,Low
64.8,6.3,11.1,2763.0,0.5638,Medium
52.5,0.8,7.7,507.0,0.3083,Low
83.7,11.6,16.6,33935.0,0.9015,Very High
65.4,8.3,9.8,9768.0,0.6425,Medium
59.3,6.7,10.7,7076.0,0.5874,Medium
77.2,9.9,15.4,25546.0,0.824,Very High
60.0,6.7,9.6,3006.0,0.5374,Low
72.0,11.1,12.5,20211.0,0.7724,High
52.5,2.9,9.7,1588.0,0.4241,Low
62.2,5.8,9.0,2296.0,0.5136,Low
64.3,5.2,12.9,6058.0,0.6079,Medium
77.5,10.9,15.6,11528.0,0.7959,High
70.2,8.0,11.9,16423.0,0.7084,High
55.8,3.2,8.3,1650.0,0.4274,Low
67.3,8.0,12.7,11379.0,0.6855,Medium
53.2,4.0,6.3,2789.0,0.4282,Low
61.7,5.9,7.9,3975.0,0.5299,Low
65.1,8.3,12.5,3732.0,0.6188,Medium
45.4,4.9,10.1,940.0,0.3892,Low
74.9,11.3,17.0,70330.0,0.8912,Very High
49.1,1.2,10.3,884.0,0.3637,Low
69.0,10.7,16.7,9656.0,0.7525,High
73.4,7.2,15.0,17899.0,0.7502,High
63.4,5.7,13.5,3368.0,0.585,Medium
66.3,6.7,14.5,8003.0,0.6652,Medium
73.8,7.8,14.7,7644.0,0.7138,High
79.6,8.8,13.0,15348.0,0.7702,High
81.8,9.7,16.7,25007.0,0.8552,Very High
50.2,3.9,7.3,611.0,0.3486,Low
83.8,11.6,20.3,35013.0,0.9378,Very High
76.3,11.7,15.2,28702.0,0.8442,Very High
70.0,8.2,16.8,22333.0,0.775,High
65.8,4.5,10.6,2275.0,0.5285,Low
67.0,9.5,12.6,3453.0,0.6368,Medium
64.8,8.6,12.6,15055.0,0.6931,Medium
48.7,6.3,7.1,1736.0,0.4262,Low
74.8,5.6,13.4,11454.0,0.6964,Medium
71.6,9.6,14.7,7312.0,0.7208,High
60.8,8.2,12.0,9119.0,0.6376,Medium
76.3,11.0,16.0,39336.0,0.8586,Very High
64.2,8.0,16.4,15743.0,0.7212,High
49.1,2.9,8.5,515.0,0.3321,Low
63.0,8.7,12.7,6203.0,0.6426,Medium
70.9,8.0,16.8,16466.0,0.7621,High
49.3,1.3,5.3,1274.0,0.3196,Low
75.7,7.8,14.1,17089.0,0.7568,High
64.4,6.7,10.2,2698.0,0.5576,Medium
78.4,13.3,19.5,118411.0,0.96,Very High
56.2,3.8,9.5,2888.0,0.4791,Low
65.6,7.3,13.7,16171.0,0.6954,Medium
62.3,4.0,11.2,4344.0,0.5483,Low
81.6,12.1,15.6,21306.0,0.8637,Very High
60.1,7.5,10.4,4190.0,0.5722,Medium
80.9,11.0,17.4,43020.0,0.9011,Very High
52.2,4.8,6.7,473.0,0.3431,Low
69.8,6.5,12.3,3297.0,0.6098,Medium
69.9,6.1,11.7,11113.0,0.6612,Medium
73.8,10.1,16.5,20908.0,0.8105,Very High
82.5,10.9,18.1,102792.0,0.9416,Very High
67.4,7.0,14.7,6505.0,0.6661,Medium
47.9,2.7,7.8,342.0,0.2897,Low
58.2,2.9,7.8,1925.0,0.4343,Low
51.5,1.2,6.9,1650.0,0.3625,Low
82.8,11.9,16.5,36042.0,0.9025,Very High
69.5,8.8,13.1,9978.0,0.7035,High
61.8,7.3,12.0,2214.0,0.5584,Medium
64.3,8.9,10.8,14400.0,0.6739,Medium
71.7,9.3,12.9,15359.0,0.7394,High
64.5,9.5,12.6,5546.0,0.6515,Medium
74.3,9.5,12.3,9637.0,0.7239,High
77.5,9.5,15.7,13519.0,0.7898,High
55.7,5.0,7.9,562.0,0.3811,Low
66.1,8.1,13.7,3815.0,0.6339,Medium
68.5,8.2,13.0,3829.0,0.6392,Medium
73.5,8.6,16.3,32973.0,0.8111,Very High
74.7,7.8,15.6,32021.0,0.7978,High
64.1,5.9,5.9,1915.0,0.4782,Low
53.6,3.9,5.6,1247.0,0.3839,Low
59.5,7.3,12.1,7661.0,0.6129,Medium
64.6,9.5,14.2,14951.0,0.7172,High
73.2,9.7,16.3,75412.0,0.8592,Very High
53.4,1.6,10.3,1576.0,0.4171,Low
53.3,3.0,7.3,1492.0,0.3983,Low
52.1,5.5,10.9,1589.0,0.4647,Low
53.6,2.7,3.0,670.0,0.2959,Low
70.6,6.7,16.4,14640.0,0.7352,High
70.4,8.5,12.5,12018.0,0.707,High
74.9,8.2,15.0,12133.0,0.7505,High
57.1,2.2,10.4,1021.0,0.4174,Low
73.3,9.9,12.2,19484.0,0.7578,High
49.1,4.5,8.5,665.0,0.3675,Low
69.1,8.6,15.6,9952.0,0.7229,High
80.2,12.9,17.3,33793.0,0.905,Very High
56.0,3.1,9.9,1123.0,0.4245,Low
57.9,4.8,10.3,1337.0,0.4664,Low
56.7,4.2,9.6,3001.0,0.49,Low
64.1,4.8,10.7,3048.0,0.5441,Low
54.7,4.8,11.0,1867.0,0.4787,Low
53.7,6.9,11.3,2465.0,0.5148,Low
63.0,6.6,12.6,6705.0,0.6212,Medium
75.3,9.8,13.0,20374.0,0.7771,High
76.0,10.0,16.4,19106.0,0.8144,Very High
72.3,10.1,15.7,31944.0,0.8153,Very High
67.0,8.6,14.1,5838.0,0.6711,Medium
55.2,4.7,4.9,818.0,0.3684,Low
78.6,13.3,19.3,33522.0,0.9187,Very High
66.8,7.4,11.3,5578.0,0.6264,Medium
66.5,8.2,15.3,3716.0,0.6491,Medium
76.1,10.8,14.3,29318.0,0.8239,Very High
62.0,5.6,9.5,4913.0,0.5553,Medium
65.3,8.1,12.1,3919.0,0.6165,Medium
70.0,7.4,15.6,15488.0,0.7364,High
78.1,11.1,16.5,59102.0,0.8941,Very High
63.8,8.3,13.6,2791.0,0.6059,Medium
74.2,8.9,12.6,5579.0,0.6891,Medium
73.5,12.4,15.8,29841.0,0.8449,Very High
71.8,7.0,11.4,13212.0,0.6869,Medium
61.9,6.8,10.3,3168.0,0.5578,Medium
67.5,8.7,10.9,19493.0,0.7003,High
62.9,5.2,9.4,1733.0,0.4979,Low
72.6,9.3,11.9,11455.0,0.7193,High
73.5,9.1,14.9,4484.0,0.6967,Medium
75.8,9.8,16.5,8077.0,0.7653,High
56.1,3.1,9.3,1563.0,0.4371,Low
70.1,8.8,11.3,7005.0,0.6698,Medium
69.3,9.4,15.3,22605.0,0.771,High
68.3,8.1,13.4,6623.0,0.6715,Medium
67.1,7.7,14.4,9442.0,0.689,Medium
68.9,8.6,12.5,5676.0,0.6627,Medium
55.5,3.1,7.3,2545.0,0.4335,Low
63.3,7.1,11.6,5915.0,0.6119,Medium
60.1,6.1,9.6,3756.0,0.5415,Low
63.3,8.3,13.4,9307.0,0.6668,Medium
74.1,12.2,14.6,22324.0,0.8208,Very High
54.5,4.9,9.9,2231.0,0.4773,Low
66.7,5.4,13.3,6241.0,0.6279,Medium
53.8,5.8,7.4,2303.0,0.4625,Low
52.5,4.8,8.5,1041.0,0.4122,Low
65.6,9.5,9.7,8063.0,0.6473,Medium
58.3,5.3,10.8,1862.0,0.499,Low
66.1,7.6,10.5,10743.0,0.6489,Medium
72.4,8.1,13.3,11712.0,0.7187,High
57.7,5.8,9.2,3040.0,0.5132,Low
63.5,3.8,10.5,3700.0,0.5346,Low
78.3,11.7,19.9,73892.0,0.9445,Very High
45.5,3.3,5.4,603.0,0.3027,Low
69.3,6.0,10.6,1344.0,0.5281,Low
85.2,11.6,16.9,39886.0,0.9178,Very High
70.9,8.6,12.4,12318.0,0.7104,High
73.1,12.2,16.0,26851.0,0.8377,Very High
75.0,10.9,17.0,8975.0,0.7836,High
72.6,9.3,15.9,23757.0,0.7958,High
69.6,9.7,12.3,10004.0,0.7074,High
68.7,10.6,14.3,7787.0,0.7182,High
56.0,3.9,7.5,2909.0,0.4577,Low
60.0,9.7,13.0,3771.0,0.613,Medium
77.5,11.0,15.9,11434.0,0.7994,High
79.1,12.3,16.2,46503.0,0.8979,Very High
64.1,7.8,9.0,5765.0,0.5966,Medium
72.3,7.0,12.2,16355.0,0.7066,High
60.2,4.3,12.0,1375.0,0.4884,Low
68.5,8.8,15.0,10319.0,0.7185,High
50.6,0.2,8.3,1252.0,0.349,Low
55.1,5.7,9.5,1251.0,0.4531,Low
66.5,5.5,9.0,12929.0,0.6115,Medium
65.9,6.9,11.9,8645.0,0.6439,Medium
70.2,7.2,13.4,9678.0,0.6887,Medium
61.5,7.2,12.7,4006.0,0.5957,Medium
45.7,0.2,6.4,493.0,0.2595,Low
77.4,8.7,15.1,18460.0,0.7902,High
63.0,5.3,10.7,4144.0,0.561,Medium
62.9,7.6,11.4,1262.0,0.5243,Low
81.0,11.3,17.5,24060.0,0.8764,Very High
76.3,11.1,15.1,12943.0,0.7947,High
77.2,11.4,15.5,20777.0,0.8306,Very High
66.7,6.5,12.3,4779.0,0.6156,Medium
63.7,4.3,9.2,1400.0,0.4746,Low
83.0,10.3,15.7,46115.0,0.8874,Very High
71.2,7.3,11.7,9862.0,0.677,Medium
56.2,2.7,10.2,4852.0,0.4962,Low
83.3,10.6,15.4,31491.0,0.871,Very High
60.6,5.4,9.6,2405.0,0.5118,Low
61.9,6.6,12.9,6261.0,0.6151,Medium
65.4,6.4,11.8,4466.0,0.6005,Medium
67.0,8.6,13.7,10989.0,0.6985,Medium
51.2,2.5,8.6,2008.0,0.4119,Low
44.1,0.2,6.9,635.0,0.2744,Low
70.0,7.8,14.2,5256.0,0.6704,Medium
67.8,9.2,14.8,2005.0,0.6207,Medium
52.0,3.4,5.3,706.0,0.336,Low
70.3,8.3,12.4,1694.0,0.5898,Medium
55.6,1.9,7.9,702.0,0.3573,Low
66.0,9.1,13.9,23493.0,0.7384,High
53.1,2.7,8.5,491.0,0.3427,Low
66.7,7.5,13.2,12288.0,0.6858,Medium
73.7,10.1,13.1,26488.0,0.788,High
65.4,7.0,12.5,2636.0,0.5851,Medium
77.0,9.7,18.1,89052.0,0.8981,Very High
51.6,1.6,5.5,473.0,0.2856,Low
75.9,9.4,17.3,43223.0,0.8554,Very High
65.8,5.9,12.4,8166.0,0.6328,Medium
72.8,8.4,15.7,13078.0,0.753,High
82.8,13.3,14.1,6789.0,0.8015,Very High
66.8,8.2,15.0,2745.0,0.6285,Medium
64.8,4.7,11.7,7892.0,0.6027,Medium
75.9,10.9,16.1,71454.0,0.8856,Very High
57.4,5.3,9.8,1391.0,0.4691,Low
68.6,8.2,12.3,10164.0,0.6851,Medium
71.3,7.6,11.9,8055.0,0.6738,Medium
78.8,11.4,16.1,29999.0,0.8634,Very High
47.5,3.5,6.8,776.0,0.3427,Low
52.1,3.7,7.0,618.0,0.3504,Low
57.3,5.9,10.2,3919.0,0.5346,Low
62.0,7.4,11.5,3297.0,0.5773,Medium
61.7,6.9,10.6,6235.0,0.5937,Medium
51.7,2.5,8.2,2530.0,0.4191,Low
45.9,0.2,6.5,450.0,0.2569,Low
83.1,11.4,17.5,48132.0,0.923,Very High
56.8,5.2,10.6,2084.0,0.4953,Low
81.5,9.1,16.0,32547.0,0.8518,Very High
53.6,3.1,8.8,2122.0,0.4357,Low
64.8,6.3,12.0,3797.0,0.591,Medium
57.5,4.6,8.7,1458.0,0.4523,Low
81.0,12.1,18.6,10320.0,0.8458,Very High
58.0,4.2,12.9,3805.0,0.5425,Low
52.3,3.1,8.7,1543.0,0.4142,Low
76.6,9.4,14.4,23722.0,0.8008,Very High
56.6,4.3,8.5,1881.0,0.4557,Low
78.6,8.5,15.7,24271.0,0.8136,Very High
63.2,7.5,10.8,3413.0,0.5799,Medium
51.0,1.6,6.7,421.0,0.2924,Low
80.9,10.9,17.5,36802.0,0.8918,Very High
58.6,5.9,8.9,3340.0,0.519,Low
71.3,6.8,15.0,9881.0,0.7061,High
64.8,8.0,14.7,27679.0,0.7334,High
57.8,6.5,5.9,2940.0,0.4845,Low
78.9,9.3,13.9,35289.0,0.8237,Very High
77.2,9.1,18.2,42448.0,0.8666,Very High
54.8,2.8,10.2,1771.0,0.4436,Low
64.5,7.0,12.2,5739.0,0.6214,Medium
68.8,8.5,11.3,4575.0,0.637,Medium
64.7,9.2,12.0,9662.0,0.6717,Medium
63.2,7.9,12.7,4470.0,0.6167,Medium
66.9,7.6,11.7,3703.0,0.6097,Medium
64.9,7.5,13.9,9399.0,0.6697,Medium
77.2,10.7,14.3,14993.0,0.7955,High
70.1,7.6,12.3,3711.0,0.6298,Medium
75.0,10.8,18.9,28991.0,0.8618,Very High
57.7,6.9,9.7,3096.0,0.5317,Low
72.7,11.1,15.9,61150.0,0.8609,Very High
61.3,5.8,12.7,3123.0,0.565,Medium
56.3,6.9,10.3,5100.0,0.5552,Medium
63.9,9.9,11.8,9457.0,0.6724,Medium
70.7,9.1,12.8,19209.0,0.7415,High
70.3,8.8,12.8,18406.0,0.7348,High
67.8,10.3,11.0,19359.0,0.7241,High
74.6,10.1,16.9,21205.0,0.8187,Very High
69.6,8.3,11.5,8568.0,0.6737,Medium
83.7,10.1,20.0,26634.0,0.9032,Very High
67.0,4.6,12.5,9937.0,0.632,Medium
74.7,10.9,13.4,13441.0,0.7711,High
62.5,5.3,8.9,3280.0,0.5263,Low
58.1,6.7,10.9,7851.0,0.5874,Medium
51.8,2.6,7.7,2064.0,0.4066,Low
71.0,7.6,12.6,2327.0,0.6091,Medium
54.0,3.6,6.3,937.0,0.3737,Low
71.8,8.2,15.9,10617.0,0.7386,High
63.1,7.5,10.0,10451.0,0.6252,Medium
50.8,4.6,9.6,706.0,0.3889,Low
45.2,2.9,7.1,854.0,0.3334,Low
69.1,10.6,16.4,13159.0,0.7669,High
69.2,9.9,15.5,19165.0,0.7701,High
71.3,7.7,13.1,8980.0,0.692,Medium
55.2,8.1,10.6,9022.0,0.5923,Medium
64.0,7.9,13.6,13111.0,0.6839,Medium
48.5,1.7,6.9,300.0,0.2626,Low
64.7,6.5,10.5,9586.0,0.6223,Medium
74.7,8.8,17.1,24355.0,0.8124,Very High
56.9,1.1,5.6,1722.0,0.3614,Low
53.5,2.3,8.0,819.0,0.3665,Low
66.2,5.0,11.9,2315.0,0.5524,Medium
55.5,3.9,7.7,861.0,0.3935,Low
70.5,10.1,12.2,23226.0,0.7557,High
53.1,3.4,8.0,2113.0,0.4285,Low
61.5,5.4,5.8,1780.0,0.4559,Low
62.6,5.0,10.1,779.0,0.4497,Low
65.2,10.3,10.4,10531.0,0.6767,Medium
57.6,6.2,13.6,624.0,0.4536,Low
70.1,7.4,14.4,21402.0,0.7381,High
53.7,4.4,8.7,755.0,0.3955,Low
60.5,4.4,12.8,3492.0,0.5512,Medium
54.9,3.3,9.0,1371.0,0.4247,Low
70.9,9.7,14.2,28286.0,0.7824,High
72.1,9.6,13.0,13331.0,0.739,High
55.8,4.2,11.5,2736.0,0.5018,Low
83.6,13.7,16.1,34161.0,0.9208,Very High
65.5,5.1,10.5,2241.0,0.534,Low
60.4,5.2,12.1,2824.0,0.5428,Low
53.1,4.7,8.9,2082.0,0.4549,Low
53.3,4.5,8.3,526.0,0.3658,Low
52.5,4.1,9.1,1384.0,0.4263,Low
83.3,12.1,18.9,43334.0,0.9396,Very High
67.3,8.5,13.2,10230.0,0.6926,Medium
57.7,6.1,9.8,2038.0,0.5001,Low
57.3,5.6,10.1,2607.0,0.5092,Low
60.4,6.3,8.5,6100.0,0.5568,Medium
79.0,10.1,18.3,22701.0,0.8565,Very High
57.5,3.1,7.5,1307.0,0.4112,Low
52.6,3.8,7.8,884.0,0.3838,Low
58.2,6.5,12.2,8121.0,0.6006,Medium
72.3,9.5,15.8,12435.0,0.7627,High
46.6,4.6,5.4,732.0,0.3336,Low
66.7,8.1,14.1,6621.0,0.6696,Medium
76.7,10.6,17.6,29100.0,0.8567,Very High
47.3,2.6,6.0,1334.0,0.3467,Low
76.3,10.8,18.8,29703.0,0.8702,Very High
83.3,11.3,18.0,43677.0,0.9222,Very High
61.8,7.5,11.3,3816.0,0.5834,Medium
74.5,10.6,15.6,30106.0,0.8286,Very High
75.8,12.1,14.6,32036.0,0.8455,Very High
63.5,6.4,13.2,7473.0,0.6321,Medium
75.3,8.9,14.4,18895.0,0.7771,High
46.0,3.0,6.8,556.0,0.3102,Low
51.4,6.5,9.8,1872.0,0.4716,Low
66.5,8.0,14.3,13298.0,0.7054,High
48.9,3.0,7.0,772.0,0.3428,Low
56.8,3.4,9.6,1698.0,0.4517,Low
58.1,5.9,10.4,1622.0,0.4924,Low
70.0,8.2,18.3,16139.0,0.7733,High
70.3,10.1,16.6,19066.0,0.7886,High
77.7,10.3,14.4,26397.0,0.8219,Very High
51.7,0.2,7.9,673.0,0.3171,Low
63.3,5.8,8.8,1043.0,0.4692,Low
64.0,5.8,10.5,13725.0,0.6247,Medium
83.4,12.8,19.1,50812.0,0.9574,Very High
65.1,6.7,13.9,6097.0,0.6398,Medium
69.4,7.5,14.3,8805.0,0.6924,Medium
59.4,7.6,10.1,3102.0,0.5521,Medium
74.3,12.1,15.5,18175.0,0.8175,Very High
66.7,7.8,14.5,17424.0,0.7189,High
65.5,8.9,11.4,4582.0,0.6283,Medium
71.8,5.8,15.5,11769.0,0.7103,High
67.9,8.4,12.9,2551.0,0.613,Medium
75.2,8.9,15.6,21621.0,0.7952,High
68.0,10.0,12.5,9615.0,0.7032,High
57.1,4.1,10.3,1362.0,0.4566,Low
71.4,8.0,15.1,15897.0,0.7456,High
62.1,4.5,6.6,1945.0,0.459,Low
63.7,5.5,12.1,3420.0,0.5713,Medium
77.1,10.1,14.9,20775.0,0.8094,Very High
66.9,8.7,13.8,5378.0,0.664,Medium
61.9,8.2,10.6,1983.0,0.5485,Low
58.8,4.1,7.7,717.0,0.3962,Low
67.3,8.2,15.6,9294.0,0.7059,High
60.0,6.5,12.1,1817.0,0.53,Low
63.8,6.5,11.8,2394.0,0.5598,Medium
76.7,9.7,16.8,48619.0,0.863,Very High
58.4,5.9,7.3,1465.0,0.458,Low
61.1,5.1,7.4,1415.0,0.4561,Low
75.2,10.8,18.1,17755.0,0.8309,Very High
60.7,3.4,8.9,4454.0,0.5056,Low
51.5,3.5,10.5,1413.0,0.4291,Low
59.7,7.9,11.4,2425.0,0.555,Medium
72.1,10.6,15.9,29008.0,0.8172,Very High
66.6,7.0,12.0,5166.0,0.6241,Medium
57.6,6.6,10.7,4121.0,0.5515,Medium
70.7,6.5,12.3,8297.0,0.6621,Medium
79.5,10.1,18.3,19839.0,0.8519,Very High
61.6,9.1,11.5,4210.0,0.6087,Medium
55.0,4.3,11.2,2839.0,0.4987,Low
70.0,8.5,13.6,11975.0,0.7161,High
59.9,7.7,11.3,4143.0,0.5822,Medium
57.0,6.1,9.6,1291.0,0.4697,Low
56.8,2.9,10.0,1144.0,0.4275,Low
59.4,5.6,12.5,3866.0,0.5632,Medium
72.5,11.0,13.5,20781.0,0.7841,High
61.5,6.6,12.3,10814.0,0.6329,Medium
74.3,10.5,16.6,44896.0,0.8554,Very High
72.1,10.2,12.2,26849.0,0.772,High
56.2,5.1,8.0,2077.0,0.4646,Low
53.1,2.0,7.4,1384.0,0.3801,Low
47.6,0.2,12.2,1814.0,0.401,Low
66.4,5.9,10.8,2994.0,0.5676,Medium
68.5,11.2,16.0,24446.0,0.7977,High
81.5,11.6,15.6,73009.0,0.917,Very High
69.7,7.2,13.0,4275.0,0.6379,Medium
54.6,4.3,10.5,3240.0,0.4967,Low
73.9,11.0,18.2,13095.0,0.811,Very High
69.3,8.4,13.6,29354.0,0.7536,High
77.9,11.4,13.6,51323.0,0.8603,Very High
58.3,5.6,10.8,3182.0,0.5307,Low
51.1,0.5,4.8,566.0,0.2643,Low
49.0,3.2,5.3,300.0,0.2661,Low
53.0,6.8,10.8,1747.0,0.4871,Low
61.4,6.4,10.6,3160.0,0.5522,Medium
79.1,7.3,13.5,27296.0,0.7807,High
52.5,3.6,10.7,1597.0,0.4441,Low
75.1,10.5,18.6,27185.0,0.8531,Very High
66.6,8.0,10.5,5732.0,0.6259,Medium
57.6,3.2,12.0,2767.0,0.5027,Low
67.8,7.1,13.6,8156.0,0.6695,Medium
67.5,7.4,12.1,11119.0,0.6716,Medium
72.5,9.7,13.1,36208.0,0.7898,High
67.0,5.6,12.4,7835.0,0.632,Medium
69.0,9.3,13.1,5431.0,0.6739,Medium
54.8,3.1,7.9,1186.0,0.4015,Low
74.3,7.9,17.8,19855.0,0.7966,High
61.8,7.7,11.7,4140.0,0.5949,Medium
71.3,7.7,12.7,28814.0,0.7437,High
63.7,5.4,9.7,2096.0,0.5187,Low
76.2,7.9,17.2,14177.0,0.7827,High
71.7,6.7,13.6,4669.0,0.6527,Medium
67.6,7.0,13.6,7927.0,0.6667,Medium
55.0,3.4,9.0,4074.0,0.4787,Low
59.9,6.0,10.3,3413.0,0.5419,Low
69.4,8.7,16.3,7785.0,0.7185,High
70.5,10.4,11.6,10257.0,0.7132,High
59.7,5.5,9.0,4776.0,0.5365,Low
48.9,0.2,5.1,1254.0,0.2938,Low
57.5,1.6,9.1,829.0,0.3843,Low
72.1,8.0,14.9,33872.0,0.7832,High
56.2,8.5,10.1,1979.0,0.5207,Low
75.9,10.5,16.1,61925.0,0.8736,Very High
82.5,13.7,17.9,59516.0,0.9605,Very High
62.6,7.8,12.0,5998.0,0.6213,Medium
72.0,8.1,17.6,10361.0,0.7515,High
66.9,6.1,11.7,15050.0,0.6603,Medium
71.1,9.8,12.9,7533.0,0.7061,High
82.2,8.6,17.0,39306.0,0.869,Very High
64.9,7.6,14.4,3391.0,0.6211,Medium
41.5,1.2,3.8,452.0,0.2228,Low
71.4,10.0,14.7,25252.0,0.7882,High
74.6,10.8,14.7,20284.0,0.8033,Very High
45.9,3.1,7.5,1447.0,0.3692,Low
80.7,11.6,14.1,30507.0,0.8559,Very High
82.0,12.5,16.5,54627.0,0.9261,Very High
77.7,9.0,16.2,37519.0,0.8422,Very High
50.6,1.3,7.3,1012.0,0.3442,Low
66.2,7.6,12.1,8308.0,0.6544,Medium
53.8,7.0,8.9,1917.0,0.4822,Low
77.4,11.5,16.7,27525.0,0.8597,Very High
55.6,5.0,8.9,767.0,0.4119,Low
78.6,9.3,12.9,67283.0,0.839,Very High
74.3,6.0,10.6,4749.0,0.622,Medium
60.8,5.4,10.4,2352.0,0.5191,Low
58.6,3.4,10.6,2110.0,0.4814,Low
61.3,4.6,11.4,5248.0,0.5629,Medium
63.7,6.6,13.3,3584.0,0.5979,Medium
52.1,1.5,7.3,580.0,0.3207,Low
77.3,11.0,14.9,17675.0,0.8126,Very High
62.0,6.8,12.2,7317.0,0.6188,Medium
73.9,6.2,16.3,19839.0,0.7585,High
66.8,10.0,17.0,14231.0,0.7572,High
66.0,7.0,14.7,57217.0,0.7583,High
68.5,8.5,12.0,15972.0,0.7076,High
72.7,7.8,10.9,11541.0,0.689,Medium
78.5,11.0,13.2,14242.0,0.7913,High
74.7,6.4,14.1,9592.0,0.7056,High
68.8,9.0,13.9,12864.0,0.723,High
69.6,8.5,12.7,15508.0,0.718,High
86.2,11.9,20.2,21548.0,0.9191,Very High
80.5,10.0,17.5,50250.0,0.8949,Very High
51.9,4.9,6.1,665.0,0.3599,Low
79.2,9.8,18.3,61139.0,0.9026,Very High
50.7,3.9,9.6,1312.0,0.4172,Low
67.0,6.1,12.2,1934.0,0.5602,Medium
60.9,8.3,9.1,1642.0,0.5205,Low
63.2,5.6,11.2,1044.0,0.4893,Low
47.2,1.7,9.9,935.0,0.3605,Low
79.7,10.0,14.5,53866.0,0.8633,Very High
74.2,10.0,12.7,27190.0,0.7865,High
84.2,12.9,19.2,63876.0,0.9755,Very High
70.7,8.4,14.2,8520.0,0.707,High
52.1,3.0,6.9,1462.0,0.3884,Low
74.2,9.5,15.1,23687.0,0.7968,High
58.1,4.9,7.2,1931.0,0.4565,Low
66.2,6.5,13.0,5117.0,0.6251,Medium
56.7,1.9,7.5,801.0,0.3638,Low
82.4,12.1,16.7,45197.0,0.9171,Very High
59.8,6.3,9.7,2379.0,0.5204,Low
53.2,6.4,9.4,2306.0,0.4861,Low
77.8,10.9,16.8,45200.0,0.8804,Very High
57.1,5.0,9.9,2053.0,0.4866,Low
74.3,8.5,17.5,30075.0,0.821,Very High
63.6,6.6,12.8,8709.0,0.6384,Medium
58.4,6.4,10.7,4241.0,0.5547,Medium
46.7,0.8,5.7,1340.0,0.3103,Low
76.3,11.4,16.5,25612.0,0.8471,Very High
